QualifiedName,Name,Complexity,Coupling,Size,Lack of Cohesion,CBO,RFC,SRFC,DIT,NOC,WMC,LOC,CMLOC,NOF,NOSF,NOM,NOSM,NORM,LCOM,LCAM,LTCC,ATFD,SI
com.serotonin.mango.rt.dataSource.EventDataSource,EventDataSource,low-medium,low,low,low,4,6,2,2,6,4,15,13,1,0,4,0,2,0,0.5,0.833,0,1
com.serotonin.mango.rt.dataSource.meta.HistoricalMetaPointLocatorRT,HistoricalMetaPointLocatorRT,low-medium,low,low,low,2,91,1,3,0,5,31,13,1,0,4,0,2,0,0.5,1,0,1.5
com.serotonin.mango.web.servlet.ReportExportBase,ReportExportBase,low,low,low,low,0,0,0,1,3,0,20,0,0,4,0,0,0,0,0,0,0,0
com.serotonin.mango.web.servlet.ReportExportServlet,ReportExportServlet,low-medium,low,low,low,0,0,0,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0
com.serotonin.mango.web.servlet.ReportUserCommentExportServlet,ReportUserCommentExportServlet,low-medium,low,low,low,0,0,0,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0
com.serotonin.mango.web.mvc.controller.MobileWatchListController,MobileWatchListController,low-medium,low,low,low,0,0,0,2,0,0,40,0,0,1,0,0,1,0,0,0,0,0
com.serotonin.mango.rt.maint.work.SetPointWorkItem,SetPointWorkItem,low,low,low,low,5,23,11,1,0,7,35,28,4,2,3,0,0,0.167,0.5,0.667,0,0
com.serotonin.mango.rt.dataSource.onewire.NetworkPathElement,NetworkPathElement,low,low,low,low,0,6,3,1,0,11,36,26,2,0,3,0,0,0.25,0.333,0,0,0
com.serotonin.mango.rt.dataSource.galil.GalilResponse,GalilResponse,low,low,low,low,1,5,1,1,0,4,13,10,2,0,4,0,0,0.333,0.375,0.167,0,0
com.serotonin.mango.rt.event.detectors.DifferenceDetectorRT,DifferenceDetectorRT,medium-high,low-medium,low,low,9,68,14,5,2,9,34,31,2,0,5,0,1,0.375,0.4,0.333,5,1
com.serotonin.mango.rt.maint.work.ReportWorkItem,ReportWorkItem,high,medium-high,low-medium,low,17,181,43,1,0,20,114,85,5,0,2,1,0,0.4,0.333,0.667,6,0
com.serotonin.mango.web.dwr.beans.ViewComponentState,ViewComponentState,low-medium,low,low,low,0,11,4,2,0,11,29,26,2,0,7,0,0,0.4,0.524,0.476,0,0
com.serotonin.mango.web.dwr.beans.WatchListState,WatchListState,low-medium,low,low,low,0,10,3,2,0,10,26,23,2,0,7,0,0,0.4,0.524,0.476,0,0
com.serotonin.mango.view.stats.AbstractDataQuantizer,AbstractDataQuantizer,low,low,low,low,2,7,5,1,3,8,31,22,8,0,6,0,0,0.458,0.567,0,0,0
com.serotonin.mango.rt.publish.PublishedPointRT<T>,PublishedPointRT,low-medium,low-medium,low,low,7,70,10,1,0,12,29,25,3,0,10,0,0,0.476,0.6,0.556,2,0
com.serotonin.mango.vo.bean.LongPair,LongPair,low,low,low,low,0,6,0,1,0,6,20,12,2,0,6,0,0,0.5,0.25,0.6,0,0
com.serotonin.mango.web.dwr.beans.IntegerPair,IntegerPair,low,low,low,low,0,6,0,1,0,6,15,12,2,0,6,0,0,0.5,0.25,0.6,0,0
com.serotonin.mango.rt.dataSource.pachube.PachubeValue,PachubeValue,low,low,low,low,0,3,0,1,0,3,10,7,2,0,3,0,0,0.5,0.333,0.333,0,0
com.serotonin.mango.rt.dataSource.virtual.IncrementAnalogChangeRT,IncrementAnalogChangeRT,low-medium,low,low,low,3,7,5,2,0,8,26,23,2,0,2,0,0,0.5,0.333,0,1,0
com.serotonin.mango.rt.dataSource.virtual.IncrementMultistateChangeRT,IncrementMultistateChangeRT,low-medium,low,low,low,3,5,3,2,0,10,31,28,2,0,2,0,0,0.5,0.333,0,1,0
com.serotonin.mango.vo.bean.ImageValueBean,ImageValueBean,low,low,low,low,0,3,0,1,0,3,10,7,2,0,3,0,0,0.5,0.333,0.333,0,0
com.serotonin.mango.rt.dataSource.onewire.OneWirePointLocatorRT,OneWirePointLocatorRT,low-medium,low,low,low,1,6,2,2,0,4,13,10,2,0,4,0,0,0.5,0.375,0.333,1,0
com.serotonin.mango.rt.publish.PublishQueueEntry<T>,PublishQueueEntry,low,low,low,low,2,3,0,1,0,3,10,7,2,0,3,0,0,0.5,0.444,0.333,0,0
com.serotonin.mango.view.custom.CustomViewChartPoint,CustomViewChartPoint,low,low,low,low,1,3,0,1,0,3,10,7,2,0,3,0,0,0.5,0.444,0.333,0,0
com.serotonin.mango.db.DBConvert,DBConvert,low,low,low-medium,low,2,28,25,1,0,13,92,88,2,0,5,0,0,0.5,0.55,0.333,0,0
com.serotonin.mango.rt.maint.DataPurge,DataPurge,medium-high,medium-high,low-medium,low,11,103,21,1,0,16,63,53,2,0,6,1,0,0.5,0.571,1,1,0
com.serotonin.mango.vo.report.ReportCsvStreamer,ReportCsvStreamer,low,low,low,low,5,24,11,1,0,5,29,23,4,0,4,0,0,0.5,0.6,0.167,2,0
com.serotonin.mango.web.dwr.beans.GalilCommandTester,GalilCommandTester,low-medium,low,low,low,3,17,13,2,0,12,47,42,4,0,3,0,1,0.5,0.5,0.333,1,0.667
com.serotonin.mango.web.dwr.beans.HttpSenderTester,HttpSenderTester,low-medium,low,low,low,1,6,2,2,0,8,46,34,5,0,4,0,1,0.5,0.562,0.667,0,0.5
com.serotonin.mango.web.dwr.beans.SnmpOidGet,SnmpOidGet,low-medium,low,low,low,1,6,2,2,0,8,44,35,8,0,4,0,1,0.5,0.6,0.667,0,0.5
com.serotonin.mango.rt.dataImage.PointValueCache,PointValueCache,low-medium,low,low-medium,low,3,69,13,1,0,25,72,66,5,0,8,0,0,0.543,0.6,0.2,1,0
com.serotonin.mango.vo.report.PointTimeSeriesCollection,PointTimeSeriesCollection,low,low,low-medium,low,1,13,6,1,0,14,54,29,2,0,9,0,0,0.583,0.593,0.583,0,0
com.serotonin.mango.web.email.MangoEmailContent,MangoEmailContent,low,low,low,low,3,10,3,1,0,7,29,17,2,3,2,0,0,0.6,0.375,0,1,0
com.serotonin.mango.view.ViewGraphicLoader,ViewGraphicLoader,low-medium,low,low-medium,low,3,28,27,1,0,23,82,75,2,3,4,0,0,0.6,0.4,0,0,0
com.serotonin.mango.rt.dataSource.virtual.VirtualPointLocatorRT,VirtualPointLocatorRT,low-medium,low,low,low,2,7,1,2,0,6,19,15,3,0,6,0,0,0.6,0.583,0.4,0,0
com.serotonin.mango.web.dwr.beans.ModbusNodeScanListener,ModbusNodeScanListener,low,low,low,low,0,13,5,1,0,11,47,27,3,0,9,0,0,0.6,0.593,0.75,0,0
com.serotonin.mango.rt.event.detectors.StateDetectorRT,StateDetectorRT,medium-high,low,low,low,3,66,9,5,3,13,41,35,4,0,7,0,1,0.6,0.524,0.333,2,0.714
com.serotonin.mango.rt.dataSource.snmp.SnmpTrapRouter,SnmpTrapRouter,low,low,low-medium,low,1,13,10,1,0,12,61,26,1,1,3,2,0,0.625,0.333,0,0,0
com.serotonin.mango.util.DocumentationItem,DocumentationItem,low,low,low,low,0,5,1,1,0,4,11,8,2,0,4,0,0,0.667,0.25,0.667,0,0
com.serotonin.mango.web.dwr.beans.RenderedPointValueTime,RenderedPointValueTime,low,low,low,low,0,8,0,1,0,8,21,17,3,0,8,0,0,0.667,0.25,0.679,0,0
com.serotonin.mango.web.mvc.form.LoginForm,LoginForm,low,low,low,low,0,4,0,1,0,4,11,8,2,0,4,0,0,0.667,0.25,0.667,0,0
com.serotonin.mango.web.taglib.ChartPointTag,ChartPointTag,low,low,low,low,1,30,1,1,0,7,25,21,2,1,4,0,0,0.667,0.25,0.167,0,0
com.serotonin.mango.util.BackgroundContext,BackgroundContext,low,low,low,low,1,11,3,1,0,8,22,18,2,1,4,4,0,0.667,0.5,0.6,0,0
"com.serotonin.mango.vo.ListParent<T,E>",ListParent,low,low,low,low,1,4,0,1,0,4,11,8,2,0,4,0,0,0.667,0.5,0.667,0,0
com.serotonin.mango.web.dwr.beans.OpenV4JDiscovery,OpenV4JDiscovery,low,low,low-medium,low,2,18,10,1,0,20,109,77,5,0,7,2,0,0.667,0.5,0.6,0,0
com.serotonin.mango.rt.dataSource.http.HttpReceiverPointSample,HttpReceiverPointSample,low,low,low,low,0,5,0,1,0,6,18,14,3,0,5,0,0,0.667,0.533,0.5,0,0
com.serotonin.mango.rt.dataSource.nmea.NmeaMessage,NmeaMessage,low,low,low,low,0,7,2,1,0,7,22,18,3,0,5,0,0,0.667,0.533,0.5,0,0
com.serotonin.mango.rt.link.PointLinkRT,PointLinkRT,medium-high,medium-high,low-medium,low,17,105,27,1,0,26,87,79,2,1,16,0,0,0.667,0.542,0.731,4,0
com.serotonin.mango.rt.dataSource.bacnet.BACnetIPPointLocatorRT,BACnetIPPointLocatorRT,low-medium,low,low,low,1,16,8,2,0,9,48,24,2,1,8,0,1,0.667,0.437,0.429,1,0.25
com.serotonin.mango.rt.event.detectors.StateChangeCountDetectorRT,StateChangeCountDetectorRT,medium-high,low,low-medium,low,3,73,19,4,0,13,55,46,3,0,7,0,1,0.667,0.536,0.8,3,0.571
com.serotonin.mango.rt.maint.BackgroundProcessing,BackgroundProcessing,low,low,low-medium,low,2,16,11,1,0,18,56,50,2,2,5,0,0,0.688,0.4,0,0,0
com.serotonin.mango.web.taglib.StaticPointTag,StaticPointTag,low-medium,low-medium,low,low,8,38,10,2,0,9,42,32,3,1,5,0,0,0.688,0.467,0.3,3,0
com.serotonin.mango.view.stats.StartsAndRuntime,StartsAndRuntime,low,low,low,low,1,10,3,1,0,10,27,22,4,0,9,0,0,0.714,0.444,0.714,0,0
com.serotonin.mango.web.taglib.SimplePointTag,SimplePointTag,low-medium,low,low,low,2,35,3,2,0,6,28,22,4,1,6,0,0,0.72,0.444,0.4,0,0
com.serotonin.mango.web.dwr.beans.BasePointState,BasePointState,low,low,low,low,0,10,0,1,2,13,30,25,4,0,10,0,0,0.722,0.5,0.622,0,0
com.serotonin.mango.web.taglib.ChartTag,ChartTag,low-medium,low,low,low,5,43,8,2,0,9,42,34,6,1,8,0,0,0.735,0.458,0.476,0,0
com.serotonin.mango.vo.report.ReportJob,ReportJob,low,low,low,low,3,37,9,1,0,7,29,23,1,1,1,2,0,0.75,0.333,0.667,1,0
com.serotonin.mango.web.dwr.beans.MBusResponseFrameBean,MBusResponseFrameBean,low,low,low,low,1,6,3,1,0,3,19,6,2,0,3,0,0,0.75,0.333,0.667,0,0
com.serotonin.mango.web.taglib.CustomViewInitTag,CustomViewInitTag,low,low,low,low,3,10,2,1,0,5,18,15,1,1,3,0,0,0.75,0.333,0,1,0
com.serotonin.mango.view.ImplDefinition,ImplDefinition,low,low,low,low,0,13,4,1,0,15,40,34,5,0,9,2,0,0.75,0.523,0.727,0,0
com.serotonin.mango.web.dwr.beans.EventInstanceBean,EventInstanceBean,low,low,low,low,0,5,0,1,0,5,18,13,4,0,5,0,0,0.75,0.6,0.6,0,0
com.serotonin.mango.rt.dataSource.onewire.OneWireContainerAttribute,OneWireContainerAttribute,low,low,low,low,1,11,1,1,0,10,28,23,4,0,10,0,0,0.778,0.467,0.733,0,0
com.serotonin.mango.rt.dataSource.vmstat.VMStatDataSourceRT,VMStatDataSourceRT,high,low-medium,low-medium,low,8,153,27,3,0,50,149,140,5,2,7,0,1,0.786,0.571,0.4,5,0.429
com.serotonin.mango.rt.dataSource.pachube.PachubePointLocatorRT,PachubePointLocatorRT,low-medium,low,low,low,1,11,5,2,0,6,23,17,5,0,6,0,0,0.8,0.417,0.667,1,0
com.serotonin.mango.rt.dataSource.pop3.Pop3Email,Pop3Email,low,low,low,low,0,6,0,1,0,6,16,12,3,0,6,0,0,0.8,0.5,0.8,0,0
com.serotonin.mango.vo.bean.PointHistoryCount,PointHistoryCount,low,low,low,low,0,6,0,1,0,6,16,12,3,0,6,0,0,0.8,0.5,0.8,0,0
com.serotonin.mango.db.dao.PointLinkDao,PointLinkDao,low-medium,low,low-medium,low,3,56,17,2,0,12,52,34,0,3,10,0,0,0.8,0.525,0.786,1,0
com.serotonin.mango.web.dwr.beans.AutoShutOff,AutoShutOff,low-medium,low,low,low,0,10,6,2,6,9,30,25,3,1,6,0,1,0.813,0.417,0.7,0,0.333
com.serotonin.mango.rt.dataSource.persistent.PersistentDataSourceRT,PersistentDataSourceRT,low-medium,low,medium-high,low,5,68,21,3,0,17,327,52,4,1,8,0,1,0.829,0.542,0.679,3,0.375
com.serotonin.mango.view.component.CompoundChild,CompoundChild,low,low,low,low,2,7,2,1,0,5,22,10,3,0,3,0,0,0.833,0,0.667,0,0
com.serotonin.mango.db.dao.CompoundEventDetectorDao,CompoundEventDetectorDao,low-medium,low,low-medium,low,3,55,17,2,0,11,59,41,0,3,9,0,0,0.833,0.528,0.857,1,0
com.serotonin.mango.web.dwr.beans.EventSourceBean,EventSourceBean,low,low,low,low,0,5,0,1,0,5,14,10,3,0,5,0,0,0.833,0.533,0.8,0,0
com.serotonin.mango.rt.publish.persistent.PayloadReadTimeoutException,PayloadReadTimeoutException,medium-high,low,low,low,1,4,0,4,0,4,15,10,3,1,4,0,0,0.833,0.562,0.5,0,0
com.serotonin.mango.rt.maint.VersionCheck,VersionCheck,low-medium,medium-high,low-medium,low,13,60,44,1,0,37,123,105,0,4,2,6,0,0.833,0.583,0.833,5,0
com.serotonin.mango.view.ViewGraphic,ViewGraphic,low,low,low,low,0,9,0,1,2,9,30,23,6,0,9,0,0,0.833,0.593,1,0,0
com.serotonin.mango.rt.dataSource.http.HttpReceiverData,HttpReceiverData,low,low,low,low,1,12,2,1,0,10,28,22,5,0,10,0,0,0.867,0.467,0.844,0,0
com.serotonin.mango.rt.dataSource.http.HttpRetrieverPointLocatorRT,HttpRetrieverPointLocatorRT,low-medium,low,low,low,2,17,8,2,0,13,41,32,8,0,9,0,0,0.875,0.444,0.778,1,0
com.serotonin.mango.web.mvc.controller.MobileWatchListState,MobileWatchListState,low,low,low,low,0,10,0,1,0,10,26,20,5,0,10,0,0,0.889,0.5,0.889,0,0
com.serotonin.mango.view.graphic.BasicImageRenderer,BasicImageRenderer,low-medium,low,low,low,1,8,3,2,0,6,17,11,0,3,4,1,0,0.889,0.533,0,1,0
com.serotonin.mango.view.graphic.BasicRenderer,BasicRenderer,low-medium,low,low,low,1,8,3,2,0,5,16,10,0,3,4,1,0,0.889,0.533,0,1,0
com.serotonin.mango.rt.dataSource.pop3.Pop3PointLocatorRT,Pop3PointLocatorRT,low-medium,low,low,low,2,21,10,2,0,16,49,38,10,0,11,0,0,0.9,0.455,0.818,1,0
com.serotonin.mango.vo.permission.DataPointAccess,DataPointAccess,low,low,low,low,3,19,4,1,0,5,37,12,2,3,5,0,0,0.9,0.467,0.4,1,0
com.serotonin.mango.util.mindprod.StripEntities,StripEntities,medium-high,low,very-high,low,0,38,30,1,0,65,1738,161,0,6,0,17,0,0.907,0.255,0.923,0,0
com.serotonin.mango.rt.publish.persistent.PacketType,PacketType,low-medium,low,low,low,1,3,0,2,0,13,30,26,1,10,2,1,0,0.909,0.167,0,0,0
com.serotonin.mango.web.dwr.beans.MBusDiscovery,MBusDiscovery,low,low,low-medium,low,3,11,4,1,0,9,116,50,9,0,4,2,0,0.917,0.5,0.8,0,0
com.serotonin.mango.view.component.WirelessTempHumSensor,WirelessTempHumSensor,low-medium,low,low-medium,low,5,36,9,3,0,7,61,51,0,7,7,0,0,0.929,0.429,1,0,0
com.serotonin.mango.web.dwr.beans.EBI25LoggerInfo,EBI25LoggerInfo,low,low,low-medium,low,0,20,0,1,0,20,51,40,10,0,20,0,0,0.947,0.5,0.947,0,0
com.serotonin.mango.web.dwr.longPoll.LongPollRequest,LongPollRequest,low,low,low,low,0,18,0,1,0,18,47,36,9,1,18,0,0,0.953,0.5,0.941,0,0
com.serotonin.mango.rt.event.compound.ConditionParseException,ConditionParseException,low,low,low,low,0,3,0,1,0,3,16,6,2,1,3,0,0,1,0,0.667,0,0
com.serotonin.mango.vo.CommPortProxy,CommPortProxy,low,low,low,low,0,4,0,1,0,4,26,8,4,0,4,0,0,1,0,1,0,0
com.serotonin.mango.web.dwr.beans.MBusDataBlockBean,MBusDataBlockBean,low,low,low,low,0,6,0,1,0,6,22,12,3,0,6,0,0,1,0,1,0,0
com.serotonin.mango.rt.maint.work.ProcessWorkItem,ProcessWorkItem,low,low,low-medium,low,4,24,14,1,0,9,91,39,1,1,3,2,0,1,0.2,0.9,0,0
com.serotonin.mango.util.IntMessagePair,IntMessagePair,low,low,low,low,0,3,0,1,0,3,16,5,1,1,3,0,0,1,0.333,0.667,0,0
com.serotonin.mango.vo.permission.PermissionException,PermissionException,medium-high,low,low,low,1,2,0,4,0,2,8,5,1,1,2,0,0,1,0.333,0,0,0
com.serotonin.mango.web.mvc.controller.LoginController,LoginController,low,low,low-medium,low,0,3,0,1,0,3,79,6,3,0,3,0,0,1,0.333,1,0,0
com.serotonin.mango.rt.dataImage.IdPointValueTime,IdPointValueTime,low-medium,low,low,low,1,2,0,2,0,2,8,5,1,1,2,0,0,1,0.375,0,0,0
com.serotonin.mango.db.upgrade.Upgrade1_1_1,Upgrade1_1_1,low-medium,low,low-medium,low,2,18,10,3,0,6,80,33,0,3,4,0,0,1,0.417,0,1,0
com.serotonin.mango.web.email.SubjectDirective,SubjectDirective,low,low,low-medium,low,0,9,6,1,0,9,73,23,2,0,3,0,0,1,0.444,1,0,0
com.serotonin.mango.view.conversion.Conversions,Conversions,low,low,low,low,4,10,6,1,0,7,45,15,0,3,1,5,0,1,0.458,1,0,0
com.serotonin.mango.view.ShareUser,ShareUser,low,low,low,low,3,16,4,1,0,5,42,12,2,5,5,0,0,1,0.467,0.4,1,0
com.serotonin.mango.db.upgrade.Upgrade0_7_0,Upgrade0_7_0,low-medium,low-medium,medium-high,low,8,28,20,3,0,16,321,72,0,4,6,0,0,1,0.5,1,4,0
com.serotonin.mango.rt.event.detectors.PointChangeDetectorRT,PointChangeDetectorRT,low-medium,low,low,low,5,23,8,3,0,4,18,11,2,0,4,0,1,1,0.562,1,2,0.75
com.serotonin.mango.rt.dataSource.meta.MetaDataSourceRT,MetaDataSourceRT,low-medium,low-medium,low,low,7,58,11,2,0,10,47,35,2,3,6,0,2,1,0.567,0.833,3,0.667
com.serotonin.mango.db.dao.SystemSettingsDao,SystemSettingsDao,low-medium,low,low-medium,low,1,22,15,2,0,22,134,65,0,39,4,8,0,1.124,0.437,0.894,0,0
com.serotonin.mango.web.dwr.beans.ImportTask,ImportTask,high,medium-high,medium-high,low,18,165,11,1,0,20,505,65,41,0,2,0,0,1.244,0.333,0,0,0
com.serotonin.mango.view.graphic.BaseGraphicRenderer,BaseGraphicRenderer,low,low-medium,low,low,9,15,12,1,6,6,26,21,0,3,2,1,0,1.333,0.5,0,8,0
com.serotonin.mango.web.mvc.controller.ViewEditController,ViewEditController,low-medium,low,low-medium,low,0,6,4,2,0,8,99,20,2,5,2,0,0,1.714,0.333,0,0,0
com.serotonin.mango.rt.publish.pachube.PachubeSenderRT,PachubeSenderRT,low-medium,low,low-medium,low,5,54,4,2,0,4,74,12,2,2,4,0,0,1.75,0.5,1,2,0
com.serotonin.mango.rt.publish.httpSender.HttpSenderRT,HttpSenderRT,low-medium,low,low-medium,low,3,50,1,2,0,3,109,8,3,4,3,0,0,1.857,0.333,1,0,0
<Package>br.org.scadabr.rt.dataSource.dnp3,br.org.scadabr.rt.dataSource.dnp3,low,low,low,low,,,,,,24,116,,,,,,,,,,,
<Package>br.org.scadabr.rt.dataSource.opc,br.org.scadabr.rt.dataSource.opc,low,low,low,low,,,,,,18,92,,,,,,,,,,,
<Package>br.org.scadabr.vo.dataSource.dnp3,br.org.scadabr.vo.dataSource.dnp3,low,low,low-medium,low,,,,,,76,366,,,,,,,,,,,
<Package>br.org.scadabr.vo.dataSource.opc,br.org.scadabr.vo.dataSource.opc,low,low,low,low,,,,,,38,196,,,,,,,,,,,
<Package>com.serotonin.mango,com.serotonin.mango,low,low,low-medium,low,,,,,,56,547,,,,,,,,,,,
<Package>com.serotonin.mango.db,com.serotonin.mango.db,low,low,low-medium,low,,,,,,79,475,,,,,,,,,,,
<Package>com.serotonin.mango.db.dao,com.serotonin.mango.db.dao,medium-high,medium-high,very-high,low,,,,,,517,2565,,,,,,,,,,,
<Package>com.serotonin.mango.db.upgrade,com.serotonin.mango.db.upgrade,low,medium-high,very-high,low,,,,,,167,1669,,,,,,,,,,,
<Package>com.serotonin.mango.rt,com.serotonin.mango.rt,low-medium,low,low-medium,low,,,,,,205,573,,,,,,,,,,,
<Package>com.serotonin.mango.rt.dataImage,com.serotonin.mango.rt.dataImage,low-medium,low-medium,medium-high,low,,,,,,234,607,,,,,,,,,,,
<Package>com.serotonin.mango.rt.dataImage.types,com.serotonin.mango.rt.dataImage.types,low,low-medium,low-medium,low,,,,,,168,424,,,,,,,,,,,
<Package>com.serotonin.mango.rt.dataSource,com.serotonin.mango.rt.dataSource,low,low,low-medium,low,,,,,,64,211,,,,,,,,,,,
<Package>com.serotonin.mango.rt.dataSource.bacnet,com.serotonin.mango.rt.dataSource.bacnet,low,low,low-medium,low,,,,,,74,440,,,,,,,,,,,
<Package>com.serotonin.mango.rt.dataSource.ebro,com.serotonin.mango.rt.dataSource.ebro,low,low,low,low,,,,,,33,206,,,,,,,,,,,
<Package>com.serotonin.mango.rt.dataSource.galil,com.serotonin.mango.rt.dataSource.galil,low,low-medium,medium-high,low,,,,,,107,382,,,,,,,,,,,
<Package>com.serotonin.mango.rt.dataSource.http,com.serotonin.mango.rt.dataSource.http,low,low-medium,medium-high,low,,,,,,114,375,,,,,,,,,,,
<Package>com.serotonin.mango.rt.dataSource.internal,com.serotonin.mango.rt.dataSource.internal,low,low,low,low,,,,,,8,23,,,,,,,,,,,
<Package>com.serotonin.mango.rt.dataSource.jmx,com.serotonin.mango.rt.dataSource.jmx,low,low,low,low,,,,,,62,211,,,,,,,,,,,
<Package>com.serotonin.mango.rt.dataSource.mbus,com.serotonin.mango.rt.dataSource.mbus,low,low,low,low,,,,,,27,133,,,,,,,,,,,
<Package>com.serotonin.mango.rt.dataSource.meta,com.serotonin.mango.rt.dataSource.meta,low,medium-high,medium-high,low,,,,,,170,562,,,,,,,,,,,
<Package>com.serotonin.mango.rt.dataSource.modbus,com.serotonin.mango.rt.dataSource.modbus,low,low,low-medium,low,,,,,,60,273,,,,,,,,,,,
<Package>com.serotonin.mango.rt.dataSource.nmea,com.serotonin.mango.rt.dataSource.nmea,low,low,low,low,,,,,,41,174,,,,,,,,,,,
<Package>com.serotonin.mango.rt.dataSource.onewire,com.serotonin.mango.rt.dataSource.onewire,low,low,low-medium,low,,,,,,134,603,,,,,,,,,,,
<Package>com.serotonin.mango.rt.dataSource.openv4j,com.serotonin.mango.rt.dataSource.openv4j,low,low,low,low,,,,,,31,122,,,,,,,,,,,
<Package>com.serotonin.mango.rt.dataSource.pachube,com.serotonin.mango.rt.dataSource.pachube,low,low,low,low,,,,,,33,179,,,,,,,,,,,
<Package>com.serotonin.mango.rt.dataSource.persistent,com.serotonin.mango.rt.dataSource.persistent,low,low,low-medium,low,,,,,,78,343,,,,,,,,,,,
<Package>com.serotonin.mango.rt.dataSource.pop3,com.serotonin.mango.rt.dataSource.pop3,low,low,low,low,,,,,,48,183,,,,,,,,,,,
<Package>com.serotonin.mango.rt.dataSource.snmp,com.serotonin.mango.rt.dataSource.snmp,low,low,low-medium,low,,,,,,66,384,,,,,,,,,,,
<Package>com.serotonin.mango.rt.dataSource.spinwave,com.serotonin.mango.rt.dataSource.spinwave,low,low,low,low,,,,,,13,74,,,,,,,,,,,
<Package>com.serotonin.mango.rt.dataSource.sql,com.serotonin.mango.rt.dataSource.sql,low,low,low,low,,,,,,62,202,,,,,,,,,,,
<Package>com.serotonin.mango.rt.dataSource.viconics,com.serotonin.mango.rt.dataSource.viconics,low,low,low-medium,low,,,,,,33,288,,,,,,,,,,,
<Package>com.serotonin.mango.rt.dataSource.virtual,com.serotonin.mango.rt.dataSource.virtual,low,medium-high,medium-high,low,,,,,,52,169,,,,,,,,,,,
<Package>com.serotonin.mango.rt.dataSource.vmstat,com.serotonin.mango.rt.dataSource.vmstat,low,low,low,low,,,,,,53,158,,,,,,,,,,,
<Package>com.serotonin.mango.rt.event,com.serotonin.mango.rt.event,low,low,low-medium,low,,,,,,53,190,,,,,,,,,,,
<Package>com.serotonin.mango.rt.event.compound,com.serotonin.mango.rt.event.compound,low,low,low-medium,low,,,,,,96,277,,,,,,,,,,,
<Package>com.serotonin.mango.rt.event.detectors,com.serotonin.mango.rt.event.detectors,low,medium-high,medium-high,low,,,,,,139,516,,,,,,,,,,,
<Package>com.serotonin.mango.rt.event.handlers,com.serotonin.mango.rt.event.handlers,low,low,low,low,,,,,,56,191,,,,,,,,,,,
<Package>com.serotonin.mango.rt.event.maintenance,com.serotonin.mango.rt.event.maintenance,low,low,low,low,,,,,,19,109,,,,,,,,,,,
<Package>com.serotonin.mango.rt.event.schedule,com.serotonin.mango.rt.event.schedule,low,low,low,low,,,,,,16,109,,,,,,,,,,,
<Package>com.serotonin.mango.rt.event.type,com.serotonin.mango.rt.event.type,low,low-medium,medium-high,low,,,,,,197,818,,,,,,,,,,,
<Package>com.serotonin.mango.rt.link,com.serotonin.mango.rt.link,low,low,low,low,,,,,,26,87,,,,,,,,,,,
<Package>com.serotonin.mango.rt.maint,com.serotonin.mango.rt.maint,low,low,low-medium,low,,,,,,82,288,,,,,,,,,,,
<Package>com.serotonin.mango.rt.maint.work,com.serotonin.mango.rt.maint.work,low,low,low-medium,low,,,,,,63,297,,,,,,,,,,,
<Package>com.serotonin.mango.rt.publish,com.serotonin.mango.rt.publish,low,low,low,low,,,,,,73,207,,,,,,,,,,,
<Package>com.serotonin.mango.rt.publish.httpSender,com.serotonin.mango.rt.publish.httpSender,low,low,low,low,,,,,,23,109,,,,,,,,,,,
<Package>com.serotonin.mango.rt.publish.pachube,com.serotonin.mango.rt.publish.pachube,low,low,low,low,,,,,,24,85,,,,,,,,,,,
<Package>com.serotonin.mango.rt.publish.persistent,com.serotonin.mango.rt.publish.persistent,low,low,low-medium,low,,,,,,122,602,,,,,,,,,,,
<Package>com.serotonin.mango.util,com.serotonin.mango.util,low,low,medium-high,low,,,,,,61,256,,,,,,,,,,,
<Package>com.serotonin.mango.util.mindprod,com.serotonin.mango.util.mindprod,low,low,medium-high,low,,,,,,65,1738,,,,,,,,,,,
<Package>com.serotonin.mango.util.test,com.serotonin.mango.util.test,low,low,low,low,,,,,,21,74,,,,,,,,,,,
<Package>com.serotonin.mango.util.timeout,com.serotonin.mango.util.timeout,low,low,low,low,,,,,,8,32,,,,,,,,,,,
<Package>com.serotonin.mango.view,com.serotonin.mango.view,low,low,low-medium,low,,,,,,132,431,,,,,,,,,,,
<Package>com.serotonin.mango.view.chart,com.serotonin.mango.view.chart,low,low-medium,low-medium,low,,,,,,79,266,,,,,,,,,,,
<Package>com.serotonin.mango.view.component,com.serotonin.mango.view.component,low-medium,medium-high,medium-high,low,,,,,,357,1272,,,,,,,,,,,
<Package>com.serotonin.mango.view.conversion,com.serotonin.mango.view.conversion,low,low,low,low,,,,,,14,57,,,,,,,,,,,
<Package>com.serotonin.mango.view.custom,com.serotonin.mango.view.custom,low,low,low,low,,,,,,17,118,,,,,,,,,,,
<Package>com.serotonin.mango.view.export,com.serotonin.mango.view.export,low,low,low,low,,,,,,13,31,,,,,,,,,,,
<Package>com.serotonin.mango.view.graphic,com.serotonin.mango.view.graphic,low,medium-high,medium-high,low,,,,,,122,360,,,,,,,,,,,
<Package>com.serotonin.mango.view.stats,com.serotonin.mango.view.stats,low,low-medium,medium-high,low,,,,,,104,352,,,,,,,,,,,
